# radiotrophic_materialization_candidates — compositional and mass-basis evidence
# screened for a hydrated biofilm material
#
# THE MEASUREMENT BASIS IS THE POINT OF THIS LEDGER. Four bases appear
# below and they are FOUR DIFFERENT QUANTITIES:
#   cell-wall composition          per mg of extracted wall
#   dry-cell composition           per mg of dried whole biomass
#   hydrated bulk biofilm composition   per g wet mass or per hydrated volume
#   wet bulk density               m_wet / V_hydrated
# They are never equated and never silently converted. Cell wall is not
# dry cell is not hydrated bulk. Converting a wall fraction to a cell
# fraction needs the wall-to-cell dry mass ratio; converting a dry-cell
# fraction to hydrated bulk needs w_water = (m_wet - m_dry)/m_wet. Where
# either is absent the conversion CANNOT BE PERFORMED, and the row says so
# rather than performing it approximately.
#
# ONE DEPOSIT MIXES BASES INSIDE ITSELF AND GETS TWO ROWS FOR IT.
# depositonce-18458 assays chitin per mg of EXTRACTED CELL WALL and glucan
# per mg of LYOPHILIZED WHOLE MYCELIUM, labels both [mg/mg BM] in the plate
# files, and names NO DENOMINATOR AT ALL in the two summary files. The two
# numbers cannot be summed. That is a defect in the record, not an
# ambiguity to be resolved by a reader, so it is split into two rows and
# both are blocked.
#
# This ledger is NOT a calibration and NOT a material table. It populates
# nothing: lattice_pitch_um, density_g_cm3, seconds_per_mcs,
# normalization.hamiltonian_scale, normalization.melanin_scale and every
# material composition are untouched by every row here. wet_bulk_density is
# blank in every row of this file and blank means NOT MEASURED. It is also
# NOT a proof of absence: every "NO CANDIDATE" statement is a search result
# on one date across a named set of repositories, sampled not exhausted.
#
# candidate_material_class is one of exactly three —
# hydrated_baseline_biofilm, hydrated_melanized_biofilm,
# hydrated_metal_loaded_biofilm — or not_applicable. NO ROW CONSTITUTES A
# MATERIAL. A class name in this column is a DESTINATION, never a
# declaration: it says which of the three a completed version of this
# evidence would inform, and every row carrying one is blocked. Do not
# create seven materials because there are seven species; Catanzaro 2024
# shows the biology does not transfer between two black fungi, let alone
# the transport-relevant composition.
#
# UNIQUENESS KEY: evidence_id
# dataset_id is NOT unique here and is not meant to be: it is the join back
# to data/research/radiotrophic_dataset_candidates.csv, and one record can
# carry several distinct measurements on several distinct bases.
# Blank numeric cells mean NOT MEASURED. They are never read as zero.
# BOOLEAN cells are {true, false, unverified}. unverified is the honest
# value wherever a source did not say; a blank never means "no".
# Three text tokens, never collapsed: not_measured (the quantity was never
# measured), unverified (the source reports it and this pass did not read
# or could not reach it), not_applicable (no such quantity exists for this
# record). measurement_basis carries unverified where a quantity is
# reported against NO NAMED DENOMINATOR, which is worse than an ambiguous
# one, and not_applicable where the record makes no compositional
# measurement at all.
#
# A MELANIN MASS FRACTION IS NOT A SPECIES CONSTANT. Exactly one appears
# below (Wang 1996, 0.154) and its notes carry strain, precursor, molarity,
# duration and basis, because the same paper measures an up-to-eightfold
# spread across strains and a twentyfold collapse on another precursor.
# Any row quoting it without those five conditions is quoting a different
# quantity.
#
# STOP CONDITIONS HIT BY THIS PASS, recorded because the refusals are the
# evidence:
#   TARGET_WET_BULK_MEASUREMENT_REQUIRED — no source located pairs a wet
#     mass, a dry mass and matched blanks with a calibrated hydrated
#     volume, for any organism, under one growth condition. Without a
#     hydrated volume there is no rho_wet, no X_total and no voxel
#     binding, whatever the composition.
#   MIXED_BASIS_DEPOSIT — the one machine-readable compositional deposit
#     for a modelled species reports two assays on two bases under one
#     label. Summing them would fabricate a composition.
#   PUBLIC_COMPONENTS_FOUND_BUT_NOT_PAIRED — composition exists for one
#     species (A. niger, cell-wall basis, no radiation, no morphology, no
#     biofilm), morphology for another, radiation response for four, and
#     no two are on the same specimen.
#   NO OpenMC PHOTON VALIDATION CANDIDATE — the only measured transmission
#     dataset in the audit is Sr-90 BETA against a Geant4 comparison, and
#     its result is that melanin provides NO improved shielding against a
#     cellulose control of matched elemental composition.
#   RADIODIALYSIS_BLOCKED_BY_UNITS_ERROR — f_red,dry was not found for any
#     biofilm system and nothing found even attempts the measurement, but
#     even a perfect f_red,dry would not unblock the gate: it is blocked at
#     biofilms_potts.jl:1341-1342 and :1445-1446, by arithmetic, not data.
#
# THREE ATTRACTIVE NUMBERS WERE LOCATED AND REFUSED, each with its own row:
# a 1.09 g/cm3 cell buoyant density (wrong basis — a cell excludes the
# matrix and the pore water), a set of biofilm biomass concentrations
# imported into a modelling paper from prior literature (declared, and
# measured in a 2x2x2 mm NMR voxel three orders coarser than any plausible
# pitch), and genome-scale biomass objective functions (a declared
# stoichiometry, frequently borrowed wholesale from E. coli, on a dry
# basis). Each is dimensionally plausible, widely cited, easy to justify in
# a sentence, and wrong. density_g_cm3 stays blank.
#
# SOURCE REGISTRY: every source_id resolves in data/sources.csv, to the
# same RADIOTROPHIC_AUDIT_2026 row that backs
# data/research/radiotrophic_dataset_candidates.csv. data/research/ sits
# outside the two calibration branches, whose registries are branch-local
# on purpose. Individual DOIs and accessions live in that ledger's
# persistent_identifier column and are not duplicated here.
#
# ACCESS NOTE: nine access controls were encountered during the audit and
# none was circumvented. Where a number sits behind one it is recorded as
# unverified with the control named, never transcribed as fact.
evidence_id,dataset_id,species,material_state,measurement_basis,wet_bulk_density,water_fraction,dry_solids_fraction,ash_fraction,CHNS_available,oxygen_basis,melanin_mass_fraction,EPS_components,metal_identity,metal_loading,oxidation_state,medium_recipe,paired_with_morphology,paired_with_radiation,candidate_material_class,openmc_contribution,radiodialysis_contribution,applicability,status,source_id,notes
aniger_wall_chitin_glucosamine,aniger_depositonce_18458_cell_wall,Aspergillus niger,cell wall extracted from ~50 mg freeze-dried biomass by two 1 M NaCl washes and a water wash,cell-wall composition,,,,,false,not_applicable,,not_applicable,not_applicable,not_applicable,not_applicable,submerged shake-flask; full recipe not read in this pass,false,false,hydrated_baseline_biofilm,none,none,basis_conversion_impossible,blocked,RADIOTROPHIC_AUDIT_2026,"CHITIN HALF OF A MIXED-BASIS DEPOSIT. Assayed from 4 mg (+/- 0.5 mg) of EXTRACTED CELL WALL, confirmed by the deposit's own Sample weight [mg] rows at 3.5-4.5 mg. Control MJK17.25 reads 214.1198505 +/- 3.389406288 ug glucosamine per mg of wall (flasks 215.388 / 209.483 / 217.489); across-strain range 156.64-352.13 ug/mg over 11 chitin-synthase strains; n=3 flasks each with three sub-samples in photometric duplicate; a reagent blank is present and subtracted. The number is not transcribed into any fraction column here because a per-mg-of-wall figure is not a composition of anything this project models. CONVERTING IT TO A DRY-CELL BASIS NEEDS THE WALL-TO-CELL DRY MASS RATIO, which is measured nowhere in the deposit, the thesis or the peer-reviewed companion, so THE CONVERSION CANNOT BE PERFORMED. A third file in the same deposit, Chitin_CFW_assay.csv, is calcofluor-white fluorescence in arbitrary units normalised to the control — a third basis again, and not one of the four. The culture is submerged shake-flask mycelium: it is not a biofilm."
aniger_drycell_glucan,aniger_depositonce_18458_cell_wall,Aspergillus niger,freeze-dried ground whole mycelium,dry-cell composition,,,,,false,not_applicable,,not_applicable,not_applicable,not_applicable,not_applicable,submerged shake-flask; full recipe not read in this pass,false,false,hydrated_baseline_biofilm,none,none,basis_conversion_impossible,blocked,RADIOTROPHIC_AUDIT_2026,"GLUCAN HALF OF THE SAME DEPOSIT AND IT IS ON A DIFFERENT MASS BASIS. Assayed from 5 mg (+/- 0.5 mg) of freeze-dried ground WHOLE BIOMASS, confirmed by Sample weight [mg] rows at 4.6-5.5 mg. THE TWO ASSAYS CANNOT BE SUMMED: chitin is g/g cell wall and glucan is g/g dry mycelium. The plate files label both [mg/mg BM] and the two summary files (Glucosamin [ug/mg], Glucan [ug/mg]) name NO DENOMINATOR AT ALL, so a reader taking a summary CSV alone has no denominator to check — worse than an ambiguous one. The README discloses none of it. This row exists so the defect is carried as a row rather than resolved by a reader. Converting this dry-cell figure to hydrated bulk needs w_water, which the deposit does not measure; NO CONVERSION WAS PERFORMED and no literature-typical value was substituted."
cneoformans_wang1996_melanin_dry_cell,cneoformans_wang1996_melanin_mass_fraction,Cryptococcus neoformans,lyophilized melanin ghosts over lyophilized whole cells,dry-cell composition,,,,,unverified,unverified,0.154,not_applicable,not_applicable,not_applicable,not_applicable,defined minimal medium with 1.0 mM L-dopa; 10 d; temperature of the quantified culture unverified,false,false,hydrated_melanized_biofilm,none,none,not_a_species_constant,blocked,RADIOTROPHIC_AUDIT_2026,"THE ONLY MELANIN MASS FRACTION IN THIS FILE AND ITS FIVE CONDITIONS TRAVEL WITH IT: strain ATCC 24067 (serotype D), precursor 1.0 mM L-dopa, 10 days of growth, an unverified culture temperature, and a DRY-CELL basis. It is not a species constant, on four grounds measured inside the same paper — up to an eightfold spread across seven strains of the same species (H99, the strain in both GEO deposits, was not among them); relative melanin content 0.05 on catechol and 0.45 on dopamine against 1.0 on L-dopa, a twentyfold collapse on another precursor; melanization slower at 37 C and converging only by day 14, so a day-10 value sits on a still-rising curve; and a defined minimal medium with a supplied precursor is a MAXIMAL-MELANIZATION LABORATORY CONDITION, not the nutrient state of any biofilm. And a fifth, on basis: the contract requires hydrated_bulk_biofilm on a wet_bulk basis and the conversion needs a w_water from the same system under a documented surface-water removal protocol, which does not exist. Access is browser_manual — PMC174092 is a scanned page image and both PDF endpoints returned HTML bot-walls — so the 153 mg / 994.7 mg mass pair and the CHN percentages behind this figure are UNVERIFIED at source."
cneoformans_nmr_cell_wall_deposit,cneoformans_zenodo_21921798_nmr,Cryptococcus,cell walls prepared for solid-state NMR; preparation not read,cell-wall composition,,,,,unverified,not_applicable,,unverified,not_applicable,not_applicable,not_applicable,unverified (description field empty; no related preprint identifier),false,false,hydrated_melanized_biofilm,none,none,unpack_before_any_claim,blocked,RADIOTROPHIC_AUDIT_2026,"THE ONLY UNINSPECTED COMPOSITIONAL CANDIDATE FOR A MODELLED GENUS. NMR_DepositionV2.zip, 143676256 B, CC BY 4.0, deposited 2026-08-13; the Zenodo description field is empty and the record carries no related preprint identifier. CONTENTS UNINSPECTED: it must not be described as raw, as compositional or as melanized until unpacked. Recorded on a cell-wall basis because that is what the record's own title declares, not because a wall composition was read. Even a complete wall composition would still need the wall-to-cell dry mass ratio and then w_water to reach the hydrated bulk basis the contract requires — two conversions, neither of which this deposit can supply on its own. Cheapest next action in the whole audit: unpack 143.7 MB."
cneoformans_khajo2011_melanin_structure,cneoformans_khajo2011_melanin_chemistry,Cryptococcus neoformans,melanin ghosts and cap67 cells in suspension,not_applicable,,,,,false,not_applicable,,not_applicable,bismuth,unverified,unverified,unverified,false,true,not_applicable,none,none,structure_not_amount,blocked,RADIOTROPHIC_AUDIT_2026,"STRUCTURE ONLY, NEVER AMOUNT. EPR, 263 nm breakdown-product absorbance and TBARS after 120 and 360 Gy of 137Cs at 11.94 Gy/min, plus 213Bi binding. There is no mass denominator anywhere in it, so it sits on none of the four bases and measurement_basis is not_applicable rather than blank. The 213Bi work is radionuclide BINDING to melanin, quantified as binding and not as a metal loading per unit biomass, so metal_loading is unverified rather than a number. The survival comparison that would make this a protection result IS NOT PERFORMED HERE — verbatim, 'These radiation doses are in a range known from prior work to demonstrate significant protection', citing Dadachova 2008. It contributes nothing to a composition and is kept so that its EPR chemistry is never mistaken for a melanin fraction."
aniger_clinostat_wet_dry_masses,aniger_frontiers2022_clinostat_masses,Aspergillus niger,colony on a filter inside pre-weighed aluminium paper,hydrated bulk biofilm composition,,,,,false,not_applicable,,not_applicable,not_applicable,not_applicable,not_applicable,clinostat and static controls; desiccation 24 h at 60 C,false,false,hydrated_baseline_biofilm,none,none,author_request_would_unblock,blocked,RADIOTROPHIC_AUDIT_2026,"THE CLOSEST ANY PUBLIC SOURCE COMES TO A WATER MASS FRACTION FOR A MODELLED SPECIES AND IT FAILS ON THE BLANK. Verbatim: 'each colony-carrying filter, of each biological replicate (n = 3), was recovered and placed inside a pre-weighted aluminum paper. The weight of the aluminum with a colony was measured before (wet weight = ww) and after desiccation (dry weight = dw) for 24 h at 60 C.' THE WEIGHED OBJECT IS ALUMINIUM PLUS FILTER PLUS COLONY, so deriving w_water needs the aluminium tare AND the filter's own retained water — a stronger obstruction than a single missing blank — and water_fraction therefore stays blank rather than being computed from the published pair. A WET MASS WITHOUT A VOLUME IS NOT A WET BULK DENSITY: mycelium thickness of 59 +/- 1 um is a thickness, not a volume, and _require_volume() refuses a bare number precisely because it cannot say what it encloses. No surface-water removal protocol is documented. The specimen is a colony on a filter, not a biofilm. Author contact wants the per-replicate masses, the tare, and a matched abiotic filter blank under the same protocol: w_water needs no volume, only masses and a blank. It would still not yield a density."
soneidensis_flowcell_relative_composition,soneidensis_aem2017_flowcell_clsm,Shewanella oneidensis,hydrated flow-cell biofilm on an electrode,hydrated bulk biofilm composition,,,,,false,not_applicable,not_applicable,polysaccharide (ConA-Alexa 594; relative only); cells (AFP; relative only); protein (relative only),not_applicable,not_applicable,not_applicable,flow cell at +0.4 V; recipe not read in this pass,true,false,hydrated_baseline_biofilm,none,none,method_precedent_only,blocked,RADIOTROPHIC_AUDIT_2026,"THE BEST METHOD PRECEDENT IN THE AUDIT AND ZERO CALIBRATABLE NUMBERS. It has CLSM z-stacks with x-z reslicing, a measured thickness of ~10 um at +0.4 V, an areal cell density of 40 +/- 2.2 cells per 100 um2 at ~10 um from the electrode, and — the part worth copying — CELLS AND EPS STAINED SEPARATELY (AFP for cells, ConA-Alexa 594 for EPS) rather than one general stain standing for both. What blocks it: protein and EPS are RELATIVE comparisons in figures, not absolute masses with matched blanks, so every EPS component here is listed as relative only and no fraction is transcribed; thickness at five random points is not a whole_biofilm_envelope volume; there is no water content and no wet mass; and the raw stacks are not deposited. paired_with_morphology is true and it still does not pair, because the morphology and the composition are not on the same quantity — a thickness and a figure ratio do not multiply into a mass."
soneidensis_electrospun_derived_dry_weight,soneidensis_frontiers_electrospun_dry_weight,Shewanella oneidensis,biofilm inside an electrospun nanofibre anode mat,dry-cell composition,,,,,false,not_applicable,not_applicable,not_measured,not_applicable,not_applicable,not_applicable,bioelectrochemical reactor; recipe not read in this pass,false,false,not_applicable,none,none,derived_not_gravimetric,blocked,RADIOTROPHIC_AUDIT_2026,"A DERIVED QUANTITY WEARING A GRAVIMETRIC LABEL. Verbatim: 'The dry weight equivalent of the biofilms attached to the anodes was quantified by analysis of the protein content of cell lysate.' That is a colorimetric protein reading multiplied by an UNDECLARED protein-to-dry-mass factor, so it is not a dry mass and no dry_solids_fraction is admitted from it. The mass is per whole electrode with no area normalisation, on a porous nanofibre mat whose biofilm reportedly fills ~8% of pore space — a geometry in which 'per electrode' and 'per biofilm' differ by an unmeasured void term. No CLSM, no thickness, no water content, no wet mass. candidate_material_class is not_applicable rather than a destination: a number that is not a mass cannot inform a mass fraction however it is relabelled."
dradiodurans_uranium_dry_basis,dradiodurans_manobala2020_uranium_biosorption,Deinococcus radiodurans,biofilm dry biomass exposed to uranyl solution,dry-cell composition,,,,,false,not_applicable,not_applicable,not_measured,uranium,unverified,U(VI) sorbed; uranyl phosphate deposits indicated by XRD,unverified (strain not named in the abstract; DR1-bf+ is an inference from the 2019 companion),false,false,hydrated_metal_loaded_biofilm,none,none,basis_conversion_impossible,blocked,RADIOTROPHIC_AUDIT_2026,"THE ONLY RECORD LOCATED THAT USES BIOFILM DRY MASS AS AN INDEPENDENT VARIABLE IN A METAL-LOADING EXPERIMENT, AND IT FAILS ON BASIS. A biosorption capacity is metal mass per DRY biomass; converting it to the hydrated bulk basis the voxel binding needs requires w_water, which is not measured here, so metal_loading is recorded as unverified rather than transcribed into a cell whose basis would then be wrong. There is no closed elemental set and no metal-free control biofilm characterised the same way, so the metal cannot be blended without double-counting it against an ash determination that also does not exist. NOTHING WAS IRRADIATED: uranium is a chemical sorbate in this experiment, and paired_with_radiation is false. D. radiodurans carries no radiation phenotype anywhere in this audit and its reputation is not imported here."
soneidensis_brown2015_active_reducer,soneidensis_brown2015_xray_metal_reduction,Shewanella oneidensis,irradiated cell suspension with exogenous riboflavin as a shuttle,not_applicable,,,,,false,not_applicable,not_applicable,not_measured,iron,not_measured,Fe(III) reduced to Fe(II),Davis and TGY; riboflavin added as a shuttle,false,true,hydrated_metal_loaded_biofilm,none,evidence_against_X_red_default,f_red_dry_not_measured_anywhere,blocked,RADIOTROPHIC_AUDIT_2026,"f_red,dry — THE FRACTION OF BIOFILM DRY MASS THAT IS ACTIVE METAL-REDUCING BIOMASS — WAS NOT FOUND FOR THIS SPECIES, FOR AM7, OR FOR ANY BIOFILM SYSTEM INSPECTED. Nothing located even attempts the measurement. This record supports a stronger statement than 'not measured': Fe(III) reduction MORE THAN DOUBLED at 50 Gy in a population whose viability was a small fraction of the non-irradiated control, so REDUCING ACTIVITY IS DECOUPLED FROM VIABLE CELL COUNT and a fortiori from taxonomic abundance and from CPM site occupancy. That is direct empirical support for the existing refusal in active_from_taxonomic() and against the hard-coded default X_red = 0.3 labelled '(Shewanella proxy)'. Note the limit of the finding: total biomass yield was unchanged, lag was EXTENDED to ~7.5 h, and the effect required an exogenous shuttle. Note also that a perfect f_red,dry would still not unblock RADIODIALYSIS, which is blocked by a units error at biofilms_potts.jl:1341-1342 and :1445-1446, not by missing data."
